payment_id,order_id,payment_status,payment_method
pay_ord_user_0172_00,ord_user_0172_00,Success,Cash
pay_ord_user_0172_01,ord_user_0172_01,Success,Apple Pay
pay_ord_user_0172_02,ord_user_0172_02,Success,Apple Pay
pay_ord_user_0172_03,ord_user_0172_03,Success,Cash
pay_ord_user_0173_00,ord_user_0173_00,Success,Credit Card
pay_ord_user_0173_01,ord_user_0173_01,Success,Google Pay
pay_ord_user_0173_02,ord_user_0173_02,Success,Apple Pay
pay_ord_user_0174_00,ord_user_0174_00,Success,Credit Card
pay_ord_user_0174_01,ord_user_0174_01,Success,Credit Card
pay_ord_user_0174_02,ord_user_0174_02,Success,Cash
pay_ord_user_0174_03,ord_user_0174_03,Success,Google Pay
pay_ord_user_0175_00,ord_user_0175_00,Success,Credit Card
pay_ord_user_0175_01,ord_user_0175_01,Success,Credit Card
pay_ord_user_0175_02,ord_user_0175_02,Success,Google Pay
pay_ord_user_0176_00,ord_user_0176_00,Success,Cash
pay_ord_user_0177_00,ord_user_0177_00,Success,Credit Card
pay_ord_user_0177_01,ord_user_0177_01,Success,Google Pay
pay_ord_user_0178_00,ord_user_0178_00,Success,Apple Pay
pay_ord_user_0178_01,ord_user_0178_01,Success,Credit Card
pay_ord_user_0178_02,ord_user_0178_02,Success,Cash
pay_ord_user_0178_03,ord_user_0178_03,Success,Credit Card
pay_ord_user_0178_04,ord_user_0178_04,Success,Credit Card
pay_ord_user_0178_05,ord_user_0178_05,Success,Cash
pay_ord_user_0178_06,ord_user_0178_06,Success,Credit Card
pay_ord_user_0179_00,ord_user_0179_00,Success,Cash
pay_ord_user_0179_01,ord_user_0179_01,Success,Cash
pay_ord_user_0180_00,ord_user_0180_00,Success,Credit Card
pay_ord_user_0180_01,ord_user_0180_01,Success,Cash
pay_ord_user_0180_02,ord_user_0180_02,Success,Credit Card
pay_ord_user_0180_03,ord_user_0180_03,Success,Cash
pay_ord_user_0180_04,ord_user_0180_04,Success,Google Pay
pay_ord_user_0181_00,ord_user_0181_00,Success,Apple Pay
pay_ord_user_0181_01,ord_user_0181_01,Success,Apple Pay
pay_ord_user_0181_02,ord_user_0181_02,Success,Apple Pay
pay_ord_user_0182_00,ord_user_0182_00,Success,Apple Pay
pay_ord_user_0182_01,ord_user_0182_01,Success,Apple Pay
pay_ord_user_0182_02,ord_user_0182_02,Success,Google Pay
pay_ord_user_0182_03,ord_user_0182_03,Success,Apple Pay
pay_ord_user_0182_04,ord_user_0182_04,Success,Apple Pay
pay_ord_user_0183_00,ord_user_0183_00,Success,Cash
pay_ord_user_0183_01,ord_user_0183_01,Success,Apple Pay
pay_ord_user_0183_02,ord_user_0183_02,Success,Google Pay
pay_ord_user_0183_03,ord_user_0183_03,Success,Cash
pay_ord_user_0183_04,ord_user_0183_04,Success,Cash
pay_ord_user_0183_05,ord_user_0183_05,Success,Google Pay
pay_ord_user_0183_06,ord_user_0183_06,Success,Credit Card
pay_ord_user_0184_00,ord_user_0184_00,Success,Cash
pay_ord_user_0184_01,ord_user_0184_01,Success,Apple Pay
pay_ord_user_0185_00,ord_user_0185_00,Success,Cash
pay_ord_user_0185_01,ord_user_0185_01,Success,Google Pay
pay_ord_user_0185_02,ord_user_0185_02,Success,Credit Card
pay_ord_user_0185_03,ord_user_0185_03,Success,Cash
pay_ord_user_0185_04,ord_user_0185_04,Success,Cash
pay_ord_user_0186_00,ord_user_0186_00,Success,Credit Card
pay_ord_user_0186_01,ord_user_0186_01,Success,Credit Card
pay_ord_user_0186_02,ord_user_0186_02,Success,Cash
pay_ord_user_0186_03,ord_user_0186_03,Success,Google Pay
pay_ord_user_0186_04,ord_user_0186_04,Success,Credit Card
pay_ord_user_0187_00,ord_user_0187_00,Success,Apple Pay
pay_ord_user_0187_01,ord_user_0187_01,Success,Apple Pay
pay_ord_user_0188_00,ord_user_0188_00,Success,Google Pay
pay_ord_user_0189_00,ord_user_0189_00,Success,Apple Pay
pay_ord_user_0189_01,ord_user_0189_01,Success,Google Pay
pay_ord_user_0189_02,ord_user_0189_02,Failed,Cash
pay_ord_user_0189_03,ord_user_0189_03,Success,Google Pay
pay_ord_user_0189_04,ord_user_0189_04,Success,Google Pay
pay_ord_user_0189_05,ord_user_0189_05,Success,Google Pay
pay_ord_user_0189_06,ord_user_0189_06,Success,Cash
pay_ord_user_0189_07,ord_user_0189_07,Success,Google Pay
pay_ord_user_0189_08,ord_user_0189_08,Success,Cash
pay_ord_user_0190_00,ord_user_0190_00,Success,Apple Pay
pay_ord_user_0190_01,ord_user_0190_01,Success,Credit Card
pay_ord_user_0190_02,ord_user_0190_02,Success,Cash
pay_ord_user_0190_03,ord_user_0190_03,Success,Apple Pay
pay_ord_user_0190_04,ord_user_0190_04,Failed,Google Pay
pay_ord_user_0191_00,ord_user_0191_00,Success,Credit Card
pay_ord_user_0191_01,ord_user_0191_01,Success,Google Pay
pay_ord_user_0191_02,ord_user_0191_02,Success,Google Pay
pay_ord_user_0191_03,ord_user_0191_03,Failed,Apple Pay
pay_ord_user_0191_04,ord_user_0191_04,Success,Apple Pay
pay_ord_user_0191_05,ord_user_0191_05,Success,Google Pay
pay_ord_user_0192_00,ord_user_0192_00,Success,Cash
pay_ord_user_0192_01,ord_user_0192_01,Success,Cash
pay_ord_user_0192_02,ord_user_0192_02,Success,Credit Card
pay_ord_user_0192_03,ord_user_0192_03,Success,Google Pay
pay_ord_user_0192_04,ord_user_0192_04,Success,Google Pay
pay_ord_user_0193_00,ord_user_0193_00,Success,Apple Pay
pay_ord_user_0194_00,ord_user_0194_00,Success,Cash
pay_ord_user_0194_01,ord_user_0194_01,Success,Apple Pay
pay_ord_user_0194_02,ord_user_0194_02,Success,Google Pay
pay_ord_user_0195_00,ord_user_0195_00,Success,Google Pay
pay_ord_user_0195_01,ord_user_0195_01,Success,Apple Pay
pay_ord_user_0196_00,ord_user_0196_00,Success,Cash
pay_ord_user_0196_01,ord_user_0196_01,Success,Apple Pay
pay_ord_user_0196_02,ord_user_0196_02,Success,Apple Pay
pay_ord_user_0196_03,ord_user_0196_03,Success,Cash
pay_ord_user_0197_00,ord_user_0197_00,Success,Apple Pay
pay_ord_user_0197_01,ord_user_0197_01,Success,Apple Pay
pay_ord_user_0197_02,ord_user_0197_02,Success,Credit Card
pay_ord_user_0198_00,ord_user_0198_00,Success,Apple Pay
pay_ord_user_0198_01,ord_user_0198_01,Success,Apple Pay
pay_ord_user_0199_00,ord_user_0199_00,Success,Credit Card
pay_ord_user_0199_01,ord_user_0199_01,Success,Google Pay
pay_ord_user_0199_02,ord_user_0199_02,Success,Google Pay
pay_ord_user_0199_03,ord_user_0199_03,Failed,Google Pay
pay_ord_user_0199_04,ord_user_0199_04,Success,Apple Pay
pay_ord_user_0199_05,ord_user_0199_05,Success,Google Pay
pay_ord_user_0199_06,ord_user_0199_06,Success,Credit Card
pay_ord_user_0200_00,ord_user_0200_00,Success,Apple Pay
pay_ord_user_0200_01,ord_user_0200_01,Success,Cash
pay_ord_user_0200_02,ord_user_0200_02,Success,Cash
pay_ord_user_0201_00,ord_user_0201_00,Success,Credit Card
pay_ord_user_0201_01,ord_user_0201_01,Success,Google Pay
pay_ord_user_0201_02,ord_user_0201_02,Failed,Credit Card
pay_ord_user_0201_03,ord_user_0201_03,Success,Apple Pay
pay_ord_user_0201_04,ord_user_0201_04,Success,Google Pay
pay_ord_user_0201_05,ord_user_0201_05,Success,Credit Card
pay_ord_user_0201_06,ord_user_0201_06,Success,Google Pay
pay_ord_user_0201_07,ord_user_0201_07,Success,Credit Card
pay_ord_user_0201_08,ord_user_0201_08,Success,Google Pay
pay_ord_user_0201_09,ord_user_0201_09,Success,Credit Card
pay_ord_user_0202_00,ord_user_0202_00,Success,Cash
pay_ord_user_0202_01,ord_user_0202_01,Success,Apple Pay
pay_ord_user_0202_02,ord_user_0202_02,Success,Apple Pay
pay_ord_user_0202_03,ord_user_0202_03,Success,Google Pay
pay_ord_user_0203_00,ord_user_0203_00,Success,Apple Pay
pay_ord_user_0203_01,ord_user_0203_01,Success,Google Pay
pay_ord_user_0203_02,ord_user_0203_02,Success,Apple Pay
pay_ord_user_0203_03,ord_user_0203_03,Failed,Credit Card
pay_ord_user_0203_04,ord_user_0203_04,Success,Credit Card
pay_ord_user_0203_05,ord_user_0203_05,Success,Cash
pay_ord_user_0204_00,ord_user_0204_00,Success,Google Pay
pay_ord_user_0204_01,ord_user_0204_01,Success,Google Pay
pay_ord_user_0204_02,ord_user_0204_02,Success,Google Pay
pay_ord_user_0204_03,ord_user_0204_03,Success,Cash
pay_ord_user_0205_00,ord_user_0205_00,Success,Cash
pay_ord_user_0205_01,ord_user_0205_01,Success,Cash
pay_ord_user_0206_00,ord_user_0206_00,Success,Google Pay
pay_ord_user_0206_01,ord_user_0206_01,Failed,Cash
pay_ord_user_0206_02,ord_user_0206_02,Success,Google Pay
pay_ord_user_0207_00,ord_user_0207_00,Failed,Credit Card
pay_ord_user_0207_01,ord_user_0207_01,Success,Cash
pay_ord_user_0207_02,ord_user_0207_02,Success,Google Pay
pay_ord_user_0208_00,ord_user_0208_00,Success,Cash
pay_ord_user_0208_01,ord_user_0208_01,Success,Credit Card
pay_ord_user_0209_00,ord_user_0209_00,Success,Apple Pay
pay_ord_user_0209_01,ord_user_0209_01,Success,Apple Pay
pay_ord_user_0209_02,ord_user_0209_02,Success,Apple Pay
pay_ord_user_0209_03,ord_user_0209_03,Success,Apple Pay
pay_ord_user_0209_04,ord_user_0209_04,Success,Cash
pay_ord_user_0209_05,ord_user_0209_05,Success,Apple Pay
pay_ord_user_0209_06,ord_user_0209_06,Success,Apple Pay
pay_ord_user_0209_07,ord_user_0209_07,Success,Apple Pay
pay_ord_user_0210_00,ord_user_0210_00,Success,Apple Pay
pay_ord_user_0210_01,ord_user_0210_01,Success,Google Pay
pay_ord_user_0210_02,ord_user_0210_02,Success,Cash
pay_ord_user_0210_03,ord_user_0210_03,Success,Cash
pay_ord_user_0210_04,ord_user_0210_04,Failed,Apple Pay
pay_ord_user_0211_00,ord_user_0211_00,Success,Cash
pay_ord_user_0211_01,ord_user_0211_01,Success,Credit Card
pay_ord_user_0211_02,ord_user_0211_02,Success,Apple Pay
pay_ord_user_0211_03,ord_user_0211_03,Success,Google Pay
pay_ord_user_0211_04,ord_user_0211_04,Success,Credit Card
pay_ord_user_0211_05,ord_user_0211_05,Success,Cash
pay_ord_user_0211_06,ord_user_0211_06,Success,Cash
pay_ord_user_0211_07,ord_user_0211_07,Success,Google Pay
pay_ord_user_0212_00,ord_user_0212_00,Success,Apple Pay
pay_ord_user_0212_01,ord_user_0212_01,Success,Google Pay
pay_ord_user_0212_02,ord_user_0212_02,Success,Apple Pay
pay_ord_user_0212_03,ord_user_0212_03,Success,Credit Card
pay_ord_user_0212_04,ord_user_0212_04,Success,Credit Card
pay_ord_user_0212_05,ord_user_0212_05,Success,Credit Card
pay_ord_user_0212_06,ord_user_0212_06,Failed,Cash
pay_ord_user_0213_00,ord_user_0213_00,Success,Google Pay
pay_ord_user_0213_01,ord_user_0213_01,Success,Cash
pay_ord_user_0214_00,ord_user_0214_00,Success,Google Pay
pay_ord_user_0214_01,ord_user_0214_01,Success,Apple Pay
pay_ord_user_0214_02,ord_user_0214_02,Success,Google Pay
pay_ord_user_0215_00,ord_user_0215_00,Success,Apple Pay
pay_ord_user_0215_01,ord_user_0215_01,Success,Cash
pay_ord_user_0215_02,ord_user_0215_02,Success,Cash
pay_ord_user_0216_00,ord_user_0216_00,Success,Google Pay
pay_ord_user_0216_01,ord_user_0216_01,Success,Cash
pay_ord_user_0216_02,ord_user_0216_02,Success,Credit Card
pay_ord_user_0216_03,ord_user_0216_03,Success,Apple Pay
pay_ord_user_0216_04,ord_user_0216_04,Success,Cash
pay_ord_user_0216_05,ord_user_0216_05,Success,Apple Pay
pay_ord_user_0216_06,ord_user_0216_06,Success,Google Pay
pay_ord_user_0216_07,ord_user_0216_07,Success,Credit Card
pay_ord_user_0216_08,ord_user_0216_08,Success,Apple Pay
pay_ord_user_0216_09,ord_user_0216_09,Success,Cash
pay_ord_user_0217_00,ord_user_0217_00,Success,Credit Card
pay_ord_user_0217_01,ord_user_0217_01,Success,Cash
pay_ord_user_0217_02,ord_user_0217_02,Success,Credit Card
pay_ord_user_0217_03,ord_user_0217_03,Success,Cash
pay_ord_user_0217_04,ord_user_0217_04,Success,Apple Pay
pay_ord_user_0217_05,ord_user_0217_05,Success,Google Pay
pay_ord_user_0217_06,ord_user_0217_06,Success,Credit Card
pay_ord_user_0217_07,ord_user_0217_07,Success,Google Pay
pay_ord_user_0218_00,ord_user_0218_00,Success,Cash
pay_ord_user_0218_01,ord_user_0218_01,Success,Apple Pay
pay_ord_user_0218_02,ord_user_0218_02,Success,Cash
pay_ord_user_0218_03,ord_user_0218_03,Success,Credit Card
pay_ord_user_0218_04,ord_user_0218_04,Success,Credit Card
pay_ord_user_0218_05,ord_user_0218_05,Success,Apple Pay
pay_ord_user_0218_06,ord_user_0218_06,Success,Google Pay
pay_ord_user_0218_07,ord_user_0218_07,Success,Apple Pay
pay_ord_user_0218_08,ord_user_0218_08,Success,Cash
pay_ord_user_0218_09,ord_user_0218_09,Success,Credit Card
pay_ord_user_0219_00,ord_user_0219_00,Success,Google Pay
pay_ord_user_0219_01,ord_user_0219_01,Success,Cash
pay_ord_user_0219_02,ord_user_0219_02,Failed,Credit Card
pay_ord_user_0220_00,ord_user_0220_00,Success,Cash
pay_ord_user_0220_01,ord_user_0220_01,Success,Cash
pay_ord_user_0220_02,ord_user_0220_02,Success,Apple Pay
pay_ord_user_0221_00,ord_user_0221_00,Failed,Credit Card
pay_ord_user_0221_01,ord_user_0221_01,Success,Google Pay
pay_ord_user_0221_02,ord_user_0221_02,Success,Apple Pay
pay_ord_user_0221_03,ord_user_0221_03,Failed,Cash
pay_ord_user_0221_04,ord_user_0221_04,Success,Cash
pay_ord_user_0222_00,ord_user_0222_00,Success,Cash
pay_ord_user_0222_01,ord_user_0222_01,Success,Apple Pay
pay_ord_user_0222_02,ord_user_0222_02,Success,Apple Pay
pay_ord_user_0222_03,ord_user_0222_03,Success,Credit Card
pay_ord_user_0222_04,ord_user_0222_04,Success,Cash
pay_ord_user_0222_05,ord_user_0222_05,Success,Cash
pay_ord_user_0222_06,ord_user_0222_06,Failed,Cash
pay_ord_user_0222_07,ord_user_0222_07,Success,Google Pay
pay_ord_user_0222_08,ord_user_0222_08,Success,Google Pay
pay_ord_user_0223_00,ord_user_0223_00,Success,Cash
pay_ord_user_0223_01,ord_user_0223_01,Success,Apple Pay
pay_ord_user_0223_02,ord_user_0223_02,Success,Apple Pay
pay_ord_user_0223_03,ord_user_0223_03,Failed,Apple Pay
pay_ord_user_0223_04,ord_user_0223_04,Success,Credit Card
pay_ord_user_0223_05,ord_user_0223_05,Success,Google Pay
pay_ord_user_0223_06,ord_user_0223_06,Success,Cash
pay_ord_user_0223_07,ord_user_0223_07,Success,Apple Pay
pay_ord_user_0224_00,ord_user_0224_00,Success,Apple Pay
pay_ord_user_0224_01,ord_user_0224_01,Success,Apple Pay
pay_ord_user_0224_02,ord_user_0224_02,Success,Cash
pay_ord_user_0224_03,ord_user_0224_03,Success,Apple Pay
pay_ord_user_0224_04,ord_user_0224_04,Success,Apple Pay
pay_ord_user_0224_05,ord_user_0224_05,Success,Apple Pay
pay_ord_user_0224_06,ord_user_0224_06,Success,Apple Pay
pay_ord_user_0225_00,ord_user_0225_00,Success,Apple Pay
pay_ord_user_0225_01,ord_user_0225_01,Success,Google Pay
pay_ord_user_0225_02,ord_user_0225_02,Success,Cash
pay_ord_user_0225_03,ord_user_0225_03,Success,Google Pay
pay_ord_user_0225_04,ord_user_0225_04,Success,Google Pay
pay_ord_user_0226_00,ord_user_0226_00,Failed,Google Pay
pay_ord_user_0226_01,ord_user_0226_01,Success,Google Pay
pay_ord_user_0226_02,ord_user_0226_02,Success,Cash
pay_ord_user_0227_00,ord_user_0227_00,Success,Cash
pay_ord_user_0227_01,ord_user_0227_01,Success,Google Pay
pay_ord_user_0227_02,ord_user_0227_02,Success,Credit Card
pay_ord_user_0227_03,ord_user_0227_03,Success,Google Pay
pay_ord_user_0227_04,ord_user_0227_04,Success,Apple Pay
pay_ord_user_0227_05,ord_user_0227_05,Success,Google Pay
pay_ord_user_0228_00,ord_user_0228_00,Success,Cash
pay_ord_user_0229_00,ord_user_0229_00,Success,Google Pay
pay_ord_user_0229_01,ord_user_0229_01,Success,Credit Card
pay_ord_user_0230_00,ord_user_0230_00,Success,Apple Pay
pay_ord_user_0230_01,ord_user_0230_01,Success,Google Pay
pay_ord_user_0230_02,ord_user_0230_02,Success,Google Pay
pay_ord_user_0231_00,ord_user_0231_00,Success,Apple Pay
pay_ord_user_0231_01,ord_user_0231_01,Success,Credit Card
pay_ord_user_0231_02,ord_user_0231_02,Success,Cash
pay_ord_user_0231_03,ord_user_0231_03,Success,Credit Card
pay_ord_user_0231_04,ord_user_0231_04,Success,Google Pay
pay_ord_user_0231_05,ord_user_0231_05,Success,Google Pay
pay_ord_user_0231_06,ord_user_0231_06,Success,Google Pay
pay_ord_user_0232_00,ord_user_0232_00,Success,Cash
pay_ord_user_0232_01,ord_user_0232_01,Success,Credit Card
pay_ord_user_0232_02,ord_user_0232_02,Success,Apple Pay
pay_ord_user_0233_00,ord_user_0233_00,Success,Credit Card
pay_ord_user_0233_01,ord_user_0233_01,Success,Credit Card
pay_ord_user_0233_02,ord_user_0233_02,Success,Google Pay
pay_ord_user_0233_03,ord_user_0233_03,Success,Cash
pay_ord_user_0233_04,ord_user_0233_04,Success,Google Pay
pay_ord_user_0233_05,ord_user_0233_05,Success,Cash
pay_ord_user_0233_06,ord_user_0233_06,Success,Cash
pay_ord_user_0233_07,ord_user_0233_07,Success,Credit Card
pay_ord_user_0233_08,ord_user_0233_08,Success,Google Pay
pay_ord_user_0234_00,ord_user_0234_00,Success,Credit Card
pay_ord_user_0234_01,ord_user_0234_01,Success,Apple Pay
pay_ord_user_0234_02,ord_user_0234_02,Success,Google Pay
pay_ord_user_0234_03,ord_user_0234_03,Success,Cash
pay_ord_user_0234_04,ord_user_0234_04,Success,Credit Card
pay_ord_user_0234_05,ord_user_0234_05,Success,Apple Pay
pay_ord_user_0234_06,ord_user_0234_06,Success,Apple Pay
pay_ord_user_0234_07,ord_user_0234_07,Success,Credit Card
pay_ord_user_0235_00,ord_user_0235_00,Success,Credit Card
pay_ord_user_0235_01,ord_user_0235_01,Success,Google Pay
pay_ord_user_0235_02,ord_user_0235_02,Success,Cash
pay_ord_user_0235_03,ord_user_0235_03,Success,Cash
pay_ord_user_0235_04,ord_user_0235_04,Success,Google Pay
pay_ord_user_0235_05,ord_user_0235_05,Success,Credit Card
pay_ord_user_0235_06,ord_user_0235_06,Success,Google Pay
pay_ord_user_0235_07,ord_user_0235_07,Success,Google Pay
pay_ord_user_0235_08,ord_user_0235_08,Success,Apple Pay
pay_ord_user_0235_09,ord_user_0235_09,Success,Apple Pay
pay_ord_user_0235_10,ord_user_0235_10,Success,Apple Pay
pay_ord_user_0235_11,ord_user_0235_11,Success,Cash
pay_ord_user_0236_00,ord_user_0236_00,Success,Cash
pay_ord_user_0236_01,ord_user_0236_01,Failed,Apple Pay
pay_ord_user_0236_02,ord_user_0236_02,Success,Apple Pay
pay_ord_user_0236_03,ord_user_0236_03,Success,Google Pay
pay_ord_user_0236_04,ord_user_0236_04,Success,Credit Card
pay_ord_user_0236_05,ord_user_0236_05,Success,Credit Card
pay_ord_user_0236_06,ord_user_0236_06,Success,Google Pay
pay_ord_user_0236_07,ord_user_0236_07,Success,Cash
pay_ord_user_0236_08,ord_user_0236_08,Success,Google Pay
pay_ord_user_0237_00,ord_user_0237_00,Failed,Google Pay
pay_ord_user_0237_01,ord_user_0237_01,Success,Apple Pay
pay_ord_user_0237_02,ord_user_0237_02,Success,Google Pay
pay_ord_user_0238_00,ord_user_0238_00,Success,Apple Pay
pay_ord_user_0238_01,ord_user_0238_01,Success,Google Pay
pay_ord_user_0238_02,ord_user_0238_02,Success,Cash
pay_ord_user_0238_03,ord_user_0238_03,Success,Google Pay
pay_ord_user_0238_04,ord_user_0238_04,Success,Google Pay
pay_ord_user_0239_00,ord_user_0239_00,Success,Google Pay
pay_ord_user_0239_01,ord_user_0239_01,Success,Cash
pay_ord_user_0239_02,ord_user_0239_02,Success,Credit Card
pay_ord_user_0239_03,ord_user_0239_03,Success,Apple Pay
pay_ord_user_0239_04,ord_user_0239_04,Success,Credit Card
pay_ord_user_0240_00,ord_user_0240_00,Success,Credit Card
pay_ord_user_0240_01,ord_user_0240_01,Success,Google Pay
pay_ord_user_0240_02,ord_user_0240_02,Success,Google Pay
pay_ord_user_0240_03,ord_user_0240_03,Success,Credit Card
pay_ord_user_0240_04,ord_user_0240_04,Success,Apple Pay
pay_ord_user_0240_05,ord_user_0240_05,Success,Cash
pay_ord_user_0241_00,ord_user_0241_00,Success,Credit Card
pay_ord_user_0241_01,ord_user_0241_01,Success,Credit Card
pay_ord_user_0241_02,ord_user_0241_02,Success,Credit Card
pay_ord_user_0241_03,ord_user_0241_03,Success,Cash
pay_ord_user_0241_04,ord_user_0241_04,Success,Cash
pay_ord_user_0242_00,ord_user_0242_00,Success,Google Pay
pay_ord_user_0242_01,ord_user_0242_01,Failed,Credit Card
pay_ord_user_0242_02,ord_user_0242_02,Success,Cash
pay_ord_user_0242_03,ord_user_0242_03,Success,Cash
pay_ord_user_0243_00,ord_user_0243_00,Success,Apple Pay
pay_ord_user_0243_01,ord_user_0243_01,Success,Google Pay
pay_ord_user_0243_02,ord_user_0243_02,Success,Credit Card
pay_ord_user_0243_03,ord_user_0243_03,Success,Cash
pay_ord_user_0243_04,ord_user_0243_04,Success,Apple Pay
pay_ord_user_0243_05,ord_user_0243_05,Success,Google Pay
pay_ord_user_0244_00,ord_user_0244_00,Success,Google Pay
pay_ord_user_0245_00,ord_user_0245_00,Success,Credit Card
pay_ord_user_0245_01,ord_user_0245_01,Success,Cash
pay_ord_user_0245_02,ord_user_0245_02,Success,Google Pay
pay_ord_user_0245_03,ord_user_0245_03,Success,Credit Card
pay_ord_user_0246_00,ord_user_0246_00,Success,Cash
pay_ord_user_0246_01,ord_user_0246_01,Success,Cash
pay_ord_user_0246_02,ord_user_0246_02,Success,Google Pay
pay_ord_user_0246_03,ord_user_0246_03,Success,Cash
pay_ord_user_0246_04,ord_user_0246_04,Success,Credit Card
pay_ord_user_0246_05,ord_user_0246_05,Success,Credit Card
pay_ord_user_0246_06,ord_user_0246_06,Success,Cash
pay_ord_user_0247_00,ord_user_0247_00,Success,Apple Pay
pay_ord_user_0247_01,ord_user_0247_01,Success,Google Pay
pay_ord_user_0247_02,ord_user_0247_02,Success,Credit Card
pay_ord_user_0247_03,ord_user_0247_03,Success,Google Pay
pay_ord_user_0247_04,ord_user_0247_04,Success,Credit Card
pay_ord_user_0247_05,ord_user_0247_05,Success,Apple Pay
pay_ord_user_0247_06,ord_user_0247_06,Success,Google Pay
pay_ord_user_0248_00,ord_user_0248_00,Success,Apple Pay
pay_ord_user_0248_01,ord_user_0248_01,Success,Apple Pay
pay_ord_user_0248_02,ord_user_0248_02,Success,Cash
pay_ord_user_0248_03,ord_user_0248_03,Success,Credit Card
pay_ord_user_0248_04,ord_user_0248_04,Success,Cash
pay_ord_user_0249_00,ord_user_0249_00,Success,Cash
pay_ord_user_0249_01,ord_user_0249_01,Success,Credit Card
pay_ord_user_0249_02,ord_user_0249_02,Success,Google Pay
pay_ord_user_0249_03,ord_user_0249_03,Success,Credit Card
pay_ord_user_0250_00,ord_user_0250_00,Success,Google Pay
pay_ord_user_0250_01,ord_user_0250_01,Success,Google Pay
pay_ord_user_0250_02,ord_user_0250_02,Success,Credit Card
pay_ord_user_0250_03,ord_user_0250_03,Success,Cash
pay_ord_user_0250_04,ord_user_0250_04,Success,Apple Pay
pay_ord_user_0250_05,ord_user_0250_05,Success,Cash
pay_ord_user_0251_00,ord_user_0251_00,Success,Cash
pay_ord_user_0252_00,ord_user_0252_00,Success,Google Pay
pay_ord_user_0252_01,ord_user_0252_01,Success,Apple Pay
pay_ord_user_0252_02,ord_user_0252_02,Success,Credit Card
pay_ord_user_0253_00,ord_user_0253_00,Success,Cash
pay_ord_user_0254_00,ord_user_0254_00,Success,Credit Card
pay_ord_user_0254_01,ord_user_0254_01,Success,Credit Card
pay_ord_user_0254_02,ord_user_0254_02,Success,Cash
pay_ord_user_0254_03,ord_user_0254_03,Success,Google Pay
pay_ord_user_0254_04,ord_user_0254_04,Success,Google Pay
pay_ord_user_0255_00,ord_user_0255_00,Success,Cash
pay_ord_user_0255_01,ord_user_0255_01,Success,Google Pay
pay_ord_user_0255_02,ord_user_0255_02,Success,Credit Card
pay_ord_user_0256_00,ord_user_0256_00,Success,Apple Pay
pay_ord_user_0256_01,ord_user_0256_01,Success,Apple Pay
pay_ord_user_0256_02,ord_user_0256_02,Success,Google Pay
pay_ord_user_0256_03,ord_user_0256_03,Success,Cash
pay_ord_user_0256_04,ord_user_0256_04,Success,Apple Pay
pay_ord_user_0256_05,ord_user_0256_05,Success,Google Pay
pay_ord_user_0256_06,ord_user_0256_06,Success,Google Pay
pay_ord_user_0256_07,ord_user_0256_07,Success,Cash
pay_ord_user_0256_08,ord_user_0256_08,Success,Cash
pay_ord_user_0257_00,ord_user_0257_00,Success,Credit Card
pay_ord_user_0257_01,ord_user_0257_01,Success,Credit Card
pay_ord_user_0257_02,ord_user_0257_02,Success,Cash
pay_ord_user_0258_00,ord_user_0258_00,Success,Cash
pay_ord_user_0259_00,ord_user_0259_00,Success,Google Pay
pay_ord_user_0260_00,ord_user_0260_00,Success,Credit Card
pay_ord_user_0260_01,ord_user_0260_01,Success,Credit Card
pay_ord_user_0261_00,ord_user_0261_00,Success,Apple Pay
pay_ord_user_0261_01,ord_user_0261_01,Success,Google Pay
pay_ord_user_0261_02,ord_user_0261_02,Success,Apple Pay
pay_ord_user_0262_00,ord_user_0262_00,Success,Apple Pay
pay_ord_user_0262_01,ord_user_0262_01,Success,Credit Card
pay_ord_user_0263_00,ord_user_0263_00,Success,Apple Pay
pay_ord_user_0263_01,ord_user_0263_01,Success,Google Pay
pay_ord_user_0264_00,ord_user_0264_00,Success,Credit Card
pay_ord_user_0264_01,ord_user_0264_01,Success,Cash
pay_ord_user_0264_02,ord_user_0264_02,Success,Cash
pay_ord_user_0264_03,ord_user_0264_03,Success,Google Pay
pay_ord_user_0264_04,ord_user_0264_04,Success,Credit Card
pay_ord_user_0264_05,ord_user_0264_05,Success,Apple Pay
pay_ord_user_0264_06,ord_user_0264_06,Success,Google Pay
pay_ord_user_0264_07,ord_user_0264_07,Success,Apple Pay
pay_ord_user_0264_08,ord_user_0264_08,Success,Google Pay
pay_ord_user_0264_09,ord_user_0264_09,Success,Google Pay
pay_ord_user_0264_10,ord_user_0264_10,Success,Google Pay
pay_ord_user_0265_00,ord_user_0265_00,Success,Apple Pay
pay_ord_user_0265_01,ord_user_0265_01,Success,Cash
pay_ord_user_0265_02,ord_user_0265_02,Success,Credit Card
pay_ord_user_0265_03,ord_user_0265_03,Success,Google Pay
pay_ord_user_0265_04,ord_user_0265_04,Success,Credit Card
pay_ord_user_0265_05,ord_user_0265_05,Success,Credit Card
pay_ord_user_0265_06,ord_user_0265_06,Success,Cash
pay_ord_user_0265_07,ord_user_0265_07,Success,Apple Pay
pay_ord_user_0265_08,ord_user_0265_08,Success,Cash
pay_ord_user_0265_09,ord_user_0265_09,Success,Google Pay
pay_ord_user_0265_10,ord_user_0265_10,Success,Google Pay
pay_ord_user_0266_00,ord_user_0266_00,Success,Google Pay
pay_ord_user_0266_01,ord_user_0266_01,Success,Cash
