order_id,user_id,order_date,order_value
ord_user_0225_01,user_0225,2023-09-09,24.2
ord_user_0225_02,user_0225,2023-10-16,68.12
ord_user_0225_03,user_0225,2024-01-10,17.09
ord_user_0225_04,user_0225,2024-02-07,140.69
ord_user_0226_00,user_0226,2023-10-21,44.29
ord_user_0226_01,user_0226,2024-01-16,14.85
ord_user_0226_02,user_0226,2024-02-28,82.38
ord_user_0227_00,user_0227,2023-06-11,35.5
ord_user_0227_01,user_0227,2023-09-03,32.89
ord_user_0227_02,user_0227,2023-11-04,82.41
ord_user_0227_03,user_0227,2023-12-20,28.05
ord_user_0227_04,user_0227,2024-01-07,116.99
ord_user_0227_05,user_0227,2024-01-23,114.73
ord_user_0228_00,user_0228,2023-07-06,22.72
ord_user_0229_00,user_0229,2023-03-23,43.5
ord_user_0229_01,user_0229,2023-06-08,144.67
ord_user_0230_00,user_0230,2023-11-11,69.15
ord_user_0230_01,user_0230,2023-11-13,49.11
ord_user_0230_02,user_0230,2024-02-06,53.22
ord_user_0231_00,user_0231,2023-01-30,60.49
ord_user_0231_01,user_0231,2023-04-23,114.02
ord_user_0231_02,user_0231,2023-06-09,106.22
ord_user_0231_03,user_0231,2023-08-11,16.94
ord_user_0231_04,user_0231,2023-10-22,141.91
ord_user_0231_05,user_0231,2023-12-07,101.18
ord_user_0231_06,user_0231,2024-02-05,62.44
ord_user_0232_00,user_0232,2023-12-21,80.76
ord_user_0232_01,user_0232,2024-02-11,74.61
ord_user_0232_02,user_0232,2024-02-18,133.41
ord_user_0233_00,user_0233,2023-01-08,77.36
ord_user_0233_01,user_0233,2023-03-07,146.4
ord_user_0233_02,user_0233,2023-04-05,103.9
ord_user_0233_03,user_0233,2023-06-13,15.59
ord_user_0233_04,user_0233,2023-08-24,110.25
ord_user_0233_05,user_0233,2023-10-12,67.71
ord_user_0233_06,user_0233,2023-10-28,114.64
ord_user_0233_07,user_0233,2024-01-08,12.08
ord_user_0233_08,user_0233,2024-02-28,49.65
ord_user_0234_00,user_0234,2023-05-24,43.69
ord_user_0234_01,user_0234,2023-07-28,141.31
ord_user_0234_02,user_0234,2023-08-11,74.43
ord_user_0234_03,user_0234,2023-09-04,120.41
ord_user_0234_04,user_0234,2023-09-15,75.64
ord_user_0234_05,user_0234,2023-11-27,36.91
ord_user_0234_06,user_0234,2024-01-09,51.41
ord_user_0234_07,user_0234,2024-01-21,22.58
ord_user_0235_00,user_0235,2023-01-23,49.93
ord_user_0235_01,user_0235,2023-01-30,105.15
ord_user_0235_02,user_0235,2023-02-01,93.0
ord_user_0235_03,user_0235,2023-04-06,44.75
ord_user_0235_04,user_0235,2023-05-03,137.18
ord_user_0235_05,user_0235,2023-08-01,83.47
ord_user_0235_06,user_0235,2023-09-22,47.19
ord_user_0235_07,user_0235,2023-10-31,92.87
ord_user_0235_08,user_0235,2023-11-10,115.46
ord_user_0235_09,user_0235,2024-01-24,125.36
ord_user_0235_10,user_0235,2024-02-12,43.33
ord_user_0235_11,user_0235,2024-02-24,142.17
ord_user_0236_00,user_0236,2023-04-20,21.22
ord_user_0236_01,user_0236,2023-05-04,140.3
ord_user_0236_02,user_0236,2023-05-10,68.13
ord_user_0236_03,user_0236,2023-06-24,82.33
ord_user_0236_04,user_0236,2023-08-02,37.98
ord_user_0236_05,user_0236,2023-10-16,131.01
ord_user_0236_06,user_0236,2023-10-25,129.07
ord_user_0236_07,user_0236,2023-11-01,35.93
ord_user_0236_08,user_0236,2024-01-19,55.66
ord_user_0237_00,user_0237,2023-11-18,53.23
ord_user_0237_01,user_0237,2023-12-07,87.14
ord_user_0237_02,user_0237,2024-02-25,89.87
ord_user_0238_00,user_0238,2023-05-09,58.94
ord_user_0238_01,user_0238,2023-07-14,39.42
ord_user_0238_02,user_0238,2023-08-15,126.05
ord_user_0238_03,user_0238,2023-10-13,117.77
ord_user_0238_04,user_0238,2023-12-27,143.8
ord_user_0239_00,user_0239,2023-07-16,50.98
ord_user_0239_01,user_0239,2023-10-14,53.77
ord_user_0239_02,user_0239,2024-01-10,100.23
ord_user_0239_03,user_0239,2024-01-23,63.42
ord_user_0239_04,user_0239,2024-01-24,124.94
ord_user_0240_00,user_0240,2023-07-02,63.24
ord_user_0240_01,user_0240,2023-07-15,65.95
ord_user_0240_02,user_0240,2023-10-09,66.6
ord_user_0240_03,user_0240,2023-10-22,88.24
ord_user_0240_04,user_0240,2024-01-11,27.59
ord_user_0240_05,user_0240,2024-02-06,144.74
ord_user_0241_00,user_0241,2023-02-08,35.58
ord_user_0241_01,user_0241,2023-04-12,54.71
ord_user_0241_02,user_0241,2023-06-14,146.4
ord_user_0241_03,user_0241,2023-08-21,121.33
ord_user_0241_04,user_0241,2023-10-14,26.7
ord_user_0242_00,user_0242,2023-10-03,116.6
ord_user_0242_01,user_0242,2023-11-02,39.08
ord_user_0242_02,user_0242,2023-12-29,99.0
ord_user_0242_03,user_0242,2024-02-03,105.31
ord_user_0243_00,user_0243,2023-03-02,80.45
ord_user_0243_01,user_0243,2023-05-16,65.4
ord_user_0243_02,user_0243,2023-06-12,136.21
ord_user_0243_03,user_0243,2023-07-06,127.24
ord_user_0243_04,user_0243,2023-08-12,88.28
ord_user_0243_05,user_0243,2023-10-29,134.17
ord_user_0244_00,user_0244,2023-12-24,97.84
ord_user_0245_00,user_0245,2023-05-02,10.0
ord_user_0245_01,user_0245,2023-06-26,39.68
ord_user_0245_02,user_0245,2023-07-06,77.48
ord_user_0245_03,user_0245,2023-09-07,125.6
ord_user_0246_00,user_0246,2023-06-30,67.89
ord_user_0246_01,user_0246,2023-07-07,119.22
ord_user_0246_02,user_0246,2023-08-12,52.67
ord_user_0246_03,user_0246,2023-08-27,116.87
ord_user_0246_04,user_0246,2023-11-15,54.64
ord_user_0246_05,user_0246,2023-11-30,72.82
ord_user_0246_06,user_0246,2024-01-29,67.85
ord_user_0247_00,user_0247,2023-07-26,144.17
ord_user_0247_01,user_0247,2023-09-04,37.8
ord_user_0247_02,user_0247,2023-09-05,52.36
ord_user_0247_03,user_0247,2023-11-30,87.75
ord_user_0247_04,user_0247,2024-01-27,139.01
ord_user_0247_05,user_0247,2024-02-23,130.86
ord_user_0247_06,user_0247,2024-02-26,81.95
ord_user_0248_00,user_0248,2023-08-23,69.45
ord_user_0248_01,user_0248,2023-09-19,110.85
ord_user_0248_02,user_0248,2023-10-23,104.64
ord_user_0248_03,user_0248,2024-01-07,31.6
ord_user_0248_04,user_0248,2024-02-11,120.28
ord_user_0249_00,user_0249,2023-10-30,122.39
ord_user_0249_01,user_0249,2023-11-06,65.52
ord_user_0249_02,user_0249,2023-12-31,80.58
ord_user_0249_03,user_0249,2024-02-10,68.31
ord_user_0250_00,user_0250,2023-07-24,63.34
ord_user_0250_01,user_0250,2023-08-23,125.99
ord_user_0250_02,user_0250,2023-10-08,42.13
ord_user_0250_03,user_0250,2023-11-11,79.39
ord_user_0250_04,user_0250,2024-01-20,96.38
ord_user_0250_05,user_0250,2024-02-04,13.63
ord_user_0251_00,user_0251,2023-02-07,70.79
ord_user_0252_00,user_0252,2023-02-05,36.43
ord_user_0252_01,user_0252,2023-04-17,118.44
ord_user_0252_02,user_0252,2023-06-05,149.93
ord_user_0253_00,user_0253,2023-04-20,125.03
ord_user_0254_00,user_0254,2023-05-17,103.69
ord_user_0254_01,user_0254,2023-06-15,76.48
ord_user_0254_02,user_0254,2023-08-08,55.25
ord_user_0254_03,user_0254,2023-11-04,147.85
ord_user_0254_04,user_0254,2024-01-19,110.7
ord_user_0255_00,user_0255,2023-06-17,145.83
ord_user_0255_01,user_0255,2023-06-25,88.23
ord_user_0255_02,user_0255,2023-08-08,59.01
ord_user_0256_00,user_0256,2023-05-22,18.51
ord_user_0256_01,user_0256,2023-07-17,11.34
ord_user_0256_02,user_0256,2023-08-22,22.69
ord_user_0256_03,user_0256,2023-08-28,108.2
ord_user_0256_04,user_0256,2023-11-02,69.77
ord_user_0256_05,user_0256,2023-11-03,29.59
ord_user_0256_06,user_0256,2023-11-14,55.5
ord_user_0256_07,user_0256,2023-11-27,141.99
ord_user_0256_08,user_0256,2024-01-22,90.38
ord_user_0257_00,user_0257,2023-08-22,135.51
ord_user_0257_01,user_0257,2023-10-17,50.94
ord_user_0257_02,user_0257,2024-01-03,118.63
ord_user_0258_00,user_0258,2023-12-03,130.45
ord_user_0259_00,user_0259,2023-12-08,106.08
ord_user_0260_00,user_0260,2023-10-26,19.59
ord_user_0260_01,user_0260,2024-01-11,62.34
ord_user_0261_00,user_0261,2023-10-04,87.64
ord_user_0261_01,user_0261,2023-12-13,38.04
ord_user_0261_02,user_0261,2024-02-16,18.59
ord_user_0262_00,user_0262,2023-06-12,92.64
ord_user_0262_01,user_0262,2023-08-05,19.94
ord_user_0263_00,user_0263,2023-12-11,52.89
ord_user_0263_01,user_0263,2024-02-27,78.01
ord_user_0264_00,user_0264,2023-03-14,55.54
ord_user_0264_01,user_0264,2023-03-19,83.01
ord_user_0264_02,user_0264,2023-05-28,55.81
ord_user_0264_03,user_0264,2023-06-16,111.68
ord_user_0264_04,user_0264,2023-08-05,143.89
ord_user_0264_05,user_0264,2023-08-06,67.86
ord_user_0264_06,user_0264,2023-09-02,122.05
ord_user_0264_07,user_0264,2023-11-29,19.11
ord_user_0264_08,user_0264,2024-02-07,37.98
ord_user_0264_09,user_0264,2024-02-21,52.45
ord_user_0264_10,user_0264,2024-02-22,78.66
ord_user_0265_00,user_0265,2023-02-07,64.09
ord_user_0265_01,user_0265,2023-02-17,112.65
ord_user_0265_02,user_0265,2023-05-03,64.58
ord_user_0265_03,user_0265,2023-05-14,88.97
ord_user_0265_04,user_0265,2023-06-03,95.15
ord_user_0265_05,user_0265,2023-06-05,66.76
ord_user_0265_06,user_0265,2023-07-01,128.17
ord_user_0265_07,user_0265,2023-08-27,45.49
ord_user_0265_08,user_0265,2023-09-02,127.78
ord_user_0265_09,user_0265,2023-12-01,104.97
ord_user_0265_10,user_0265,2024-02-27,127.34
ord_user_0266_00,user_0266,2023-01-15,40.04
ord_user_0266_01,user_0266,2023-03-29,110.5
ord_user_0266_02,user_0266,2023-04-30,103.63
ord_user_0266_03,user_0266,2023-05-25,119.21
ord_user_0266_04,user_0266,2023-06-13,16.39
ord_user_0266_05,user_0266,2023-07-30,114.85
ord_user_0266_06,user_0266,2023-10-28,59.41
ord_user_0266_07,user_0266,2024-01-16,31.14
ord_user_0267_00,user_0267,2023-04-07,66.12
ord_user_0267_01,user_0267,2023-07-02,129.83
ord_user_0267_02,user_0267,2023-08-17,132.62
ord_user_0267_03,user_0267,2023-09-29,40.72
ord_user_0267_04,user_0267,2023-10-25,117.45
ord_user_0267_05,user_0267,2024-01-18,107.49
ord_user_0267_06,user_0267,2024-02-23,108.05
ord_user_0268_00,user_0268,2023-10-05,33.27
ord_user_0268_01,user_0268,2023-12-17,17.89
ord_user_0269_00,user_0269,2023-02-22,102.47
ord_user_0269_01,user_0269,2023-03-05,35.12
ord_user_0269_02,user_0269,2023-05-07,41.02
ord_user_0269_03,user_0269,2023-07-06,69.01
ord_user_0269_04,user_0269,2023-09-23,31.72
ord_user_0269_05,user_0269,2023-11-01,107.38
ord_user_0269_06,user_0269,2023-12-24,29.56
ord_user_0270_00,user_0270,2023-08-30,86.78
ord_user_0270_01,user_0270,2023-10-07,89.12
ord_user_0270_02,user_0270,2023-10-08,32.26
ord_user_0270_03,user_0270,2023-10-29,61.74
ord_user_0270_04,user_0270,2024-01-15,53.65
ord_user_0271_00,user_0271,2023-04-26,85.64
ord_user_0271_01,user_0271,2023-04-30,134.28
ord_user_0271_02,user_0271,2023-05-13,84.95
ord_user_0271_03,user_0271,2023-07-07,98.54
ord_user_0271_04,user_0271,2023-08-03,142.55
ord_user_0271_05,user_0271,2023-09-07,71.59
ord_user_0271_06,user_0271,2023-11-21,57.85
ord_user_0271_07,user_0271,2023-11-30,19.61
ord_user_0271_08,user_0271,2023-12-02,129.13
ord_user_0271_09,user_0271,2023-12-30,46.32
ord_user_0271_10,user_0271,2024-01-15,74.17
ord_user_0272_00,user_0272,2023-11-12,73.4
ord_user_0272_01,user_0272,2023-11-26,134.9
ord_user_0272_02,user_0272,2024-02-04,114.49
ord_user_0273_00,user_0273,2023-09-26,19.47
ord_user_0273_01,user_0273,2023-12-05,115.15
ord_user_0273_02,user_0273,2023-12-27,101.74
ord_user_0273_03,user_0273,2024-01-08,144.4
ord_user_0273_04,user_0273,2024-02-06,77.92
ord_user_0274_00,user_0274,2023-12-11,31.35
ord_user_0274_01,user_0274,2024-01-29,61.85
ord_user_0274_02,user_0274,2024-02-18,42.47
ord_user_0275_00,user_0275,2023-03-04,123.71
ord_user_0275_01,user_0275,2023-04-06,46.03
ord_user_0275_02,user_0275,2023-04-14,28.52
ord_user_0275_03,user_0275,2023-07-12,82.07
ord_user_0275_04,user_0275,2023-09-16,66.52
ord_user_0275_05,user_0275,2023-09-26,69.28
ord_user_0275_06,user_0275,2023-11-05,113.54
ord_user_0275_07,user_0275,2023-12-31,10.34
ord_user_0275_08,user_0275,2024-01-02,118.89
ord_user_0275_09,user_0275,2024-02-23,30.59
ord_user_0276_00,user_0276,2023-12-09,116.04
ord_user_0276_01,user_0276,2024-01-19,115.31
ord_user_0276_02,user_0276,2024-03-01,64.54
ord_user_0277_00,user_0277,2023-10-10,41.94
ord_user_0278_00,user_0278,2023-01-14,81.25
ord_user_0278_01,user_0278,2023-03-23,41.68
ord_user_0278_02,user_0278,2023-04-22,12.35
ord_user_0278_03,user_0278,2023-06-24,39.57
ord_user_0278_04,user_0278,2023-08-21,32.72
ord_user_0278_05,user_0278,2023-10-16,103.04
ord_user_0279_00,user_0279,2023-07-26,88.72
ord_user_0279_01,user_0279,2023-10-15,62.38
ord_user_0279_02,user_0279,2023-10-17,130.71
ord_user_0279_03,user_0279,2024-01-07,81.52
ord_user_0279_04,user_0279,2024-02-02,66.46
ord_user_0280_00,user_0280,2023-04-22,54.18
ord_user_0280_01,user_0280,2023-06-22,110.12
ord_user_0281_00,user_0281,2023-01-09,125.24
ord_user_0281_01,user_0281,2023-03-06,110.65
ord_user_0281_02,user_0281,2023-04-05,69.11
ord_user_0281_03,user_0281,2023-05-01,53.72
ord_user_0281_04,user_0281,2023-06-18,129.93
ord_user_0281_05,user_0281,2023-08-12,61.75
ord_user_0281_06,user_0281,2023-08-31,111.76
ord_user_0281_07,user_0281,2023-09-29,70.65
ord_user_0281_08,user_0281,2023-12-18,147.18
ord_user_0281_09,user_0281,2024-02-16,123.13
ord_user_0281_10,user_0281,2024-02-24,100.84
ord_user_0282_00,user_0282,2023-01-13,17.57
ord_user_0282_01,user_0282,2023-01-19,122.57
ord_user_0282_02,user_0282,2023-03-05,80.06
ord_user_0282_03,user_0282,2023-03-08,37.65
ord_user_0282_04,user_0282,2023-03-29,30.08
ord_user_0282_05,user_0282,2023-04-01,19.12
ord_user_0282_06,user_0282,2023-05-11,84.87
ord_user_0282_07,user_0282,2023-07-07,127.49
ord_user_0282_08,user_0282,2023-08-25,49.46
ord_user_0282_09,user_0282,2023-09-10,130.87
ord_user_0282_10,user_0282,2023-11-06,104.72
ord_user_0282_11,user_0282,2023-12-23,75.65
ord_user_0282_12,user_0282,2024-02-22,148.64
ord_user_0283_00,user_0283,2023-07-18,110.0
ord_user_0283_01,user_0283,2023-08-11,77.73
ord_user_0283_02,user_0283,2023-11-02,109.41
ord_user_0283_03,user_0283,2023-12-30,67.7
ord_user_0284_00,user_0284,2023-03-03,139.91
ord_user_0284_01,user_0284,2023-04-05,28.5
ord_user_0284_02,user_0284,2023-06-29,122.27
ord_user_0284_03,user_0284,2023-07-22,89.65
ord_user_0284_04,user_0284,2023-09-26,13.22
ord_user_0284_05,user_0284,2023-09-30,133.91
ord_user_0284_06,user_0284,2023-11-16,78.07
ord_user_0284_07,user_0284,2024-01-30,50.38
ord_user_0284_08,user_0284,2024-02-11,66.18
ord_user_0285_00,user_0285,2023-05-04,143.55
ord_user_0285_01,user_0285,2023-07-05,44.34
ord_user_0285_02,user_0285,2023-07-26,49.63
ord_user_0285_03,user_0285,2023-08-02,105.82
ord_user_0285_04,user_0285,2023-09-03,29.78
ord_user_0285_05,user_0285,2023-09-13,129.05
ord_user_0285_06,user_0285,2023-10-14,74.82
ord_user_0285_07,user_0285,2023-11-23,128.94
ord_user_0285_08,user_0285,2024-02-20,113.59
ord_user_0286_00,user_0286,2023-07-01,87.41
ord_user_0286_01,user_0286,2023-08-14,73.16
ord_user_0286_02,user_0286,2023-08-15,29.92
ord_user_0287_00,user_0287,2023-04-01,29.07
ord_user_0287_01,user_0287,2023-04-05,113.07
ord_user_0287_02,user_0287,2023-04-19,88.48
ord_user_0287_03,user_0287,2023-05-23,65.18
ord_user_0287_04,user_0287,2023-08-13,34.84
ord_user_0287_05,user_0287,2023-09-15,100.94
ord_user_0287_06,user_0287,2023-12-03,128.77
ord_user_0287_07,user_0287,2024-02-11,26.25
ord_user_0288_00,user_0288,2023-03-19,115.03
ord_user_0288_01,user_0288,2023-04-20,72.45
ord_user_0288_02,user_0288,2023-07-01,104.49
ord_user_0288_03,user_0288,2023-07-27,65.71
ord_user_0288_04,user_0288,2023-08-08,84.9
ord_user_0288_05,user_0288,2023-10-19,17.52
ord_user_0288_06,user_0288,2024-01-11,20.25
ord_user_0288_07,user_0288,2024-01-19,141.87
ord_user_0288_08,user_0288,2024-02-21,127.04
ord_user_0289_00,user_0289,2023-08-25,131.07
ord_user_0289_01,user_0289,2023-09-28,64.13
ord_user_0289_02,user_0289,2023-11-08,135.06
ord_user_0289_03,user_0289,2024-02-05,149.09
ord_user_0290_00,user_0290,2023-12-24,113.25
ord_user_0291_00,user_0291,2023-02-19,32.26
ord_user_0291_01,user_0291,2023-03-12,68.91
ord_user_0292_00,user_0292,2023-04-23,89.52
ord_user_0292_01,user_0292,2023-05-06,29.2
ord_user_0293_00,user_0293,2023-10-17,40.71
ord_user_0293_01,user_0293,2023-11-14,103.09
ord_user_0294_00,user_0294,2023-03-19,38.2
ord_user_0295_00,user_0295,2023-05-05,68.79
ord_user_0295_01,user_0295,2023-05-20,57.65
ord_user_0295_02,user_0295,2023-05-21,75.7
ord_user_0295_03,user_0295,2023-05-22,19.62
ord_user_0295_04,user_0295,2023-08-09,118.76
ord_user_0295_05,user_0295,2023-08-16,124.48
ord_user_0295_06,user_0295,2023-10-08,12.51
ord_user_0295_07,user_0295,2024-01-01,35.31
ord_user_0296_00,user_0296,2023-03-29,119.2
ord_user_0296_01,user_0296,2023-06-01,135.5
ord_user_0296_02,user_0296,2023-06-23,142.54
ord_user_0296_03,user_0296,2023-07-12,36.21
ord_user_0297_00,user_0297,2023-04-21,131.39
ord_user_0297_01,user_0297,2023-05-19,129.91
ord_user_0297_02,user_0297,2023-05-23,96.02
ord_user_0297_03,user_0297,2023-07-23,88.64
ord_user_0297_04,user_0297,2023-10-21,91.42
ord_user_0297_05,user_0297,2023-10-24,25.53
ord_user_0297_06,user_0297,2024-01-04,31.59
ord_user_0298_00,user_0298,2023-07-15,101.0
ord_user_0298_01,user_0298,2023-08-19,39.72
ord_user_0298_02,user_0298,2023-08-20,125.64
ord_user_0298_03,user_0298,2023-10-24,47.67
ord_user_0298_04,user_0298,2023-12-20,136.62
ord_user_0298_05,user_0298,2024-02-19,115.44
ord_user_0299_00,user_0299,2023-07-05,89.17
ord_user_0299_01,user_0299,2023-07-07,41.19
ord_user_0299_02,user_0299,2023-07-08,107.47
ord_user_0299_03,user_0299,2023-10-02,18.66
ord_user_0300_00,user_0300,2023-11-27,16.58
ord_user_0300_01,user_0300,2024-02-17,131.93
ord_user_0300_02,user_0300,2024-02-18,41.5
ord_user_0301_00,user_0301,2023-03-09,103.41
ord_user_0301_01,user_0301,2023-05-19,88.91
ord_user_0301_02,user_0301,2023-06-17,110.49
ord_user_0301_03,user_0301,2023-08-23,82.23
ord_user_0301_04,user_0301,2023-09-12,17.94
ord_user_0301_05,user_0301,2023-11-30,101.32
ord_user_0301_06,user_0301,2023-12-10,36.41
ord_user_0301_07,user_0301,2024-01-24,46.58
ord_user_0301_08,user_0301,2024-02-27,93.4
ord_user_0302_00,user_0302,2023-08-21,79.07
ord_user_0302_01,user_0302,2023-08-27,87.57
ord_user_0302_02,user_0302,2023-10-26,88.85
ord_user_0302_03,user_0302,2023-11-20,61.26
ord_user_0302_04,user_0302,2023-12-30,42.71
ord_user_0302_05,user_0302,2024-01-26,97.26
ord_user_0302_06,user_0302,2024-01-31,66.96
ord_user_0303_00,user_0303,2023-09-21,89.27
ord_user_0303_01,user_0303,2023-11-11,59.2
ord_user_0303_02,user_0303,2024-01-08,103.0
ord_user_0303_03,user_0303,2024-02-27,126.17
ord_user_0304_00,user_0304,2023-02-24,138.9
ord_user_0304_01,user_0304,2023-05-19,29.66
ord_user_0304_02,user_0304,2023-06-20,46.54
ord_user_0305_00,user_0305,2023-10-26,141.09
ord_user_0305_01,user_0305,2023-11-29,117.82
ord_user_0306_00,user_0306,2023-01-14,88.93
ord_user_0306_01,user_0306,2023-04-08,21.52
ord_user_0306_02,user_0306,2023-05-27,31.75
ord_user_0306_03,user_0306,2023-08-21,69.79
ord_user_0306_04,user_0306,2023-08-23,10.54
ord_user_0306_05,user_0306,2023-11-18,146.69
ord_user_0306_06,user_0306,2023-12-06,106.97
ord_user_0306_07,user_0306,2023-12-24,38.01
ord_user_0307_00,user_0307,2023-05-16,72.79
ord_user_0307_01,user_0307,2023-06-30,71.13
ord_user_0307_02,user_0307,2023-09-09,66.86
ord_user_0307_03,user_0307,2023-09-19,113.06
ord_user_0307_04,user_0307,2023-11-02,34.66
ord_user_0308_00,user_0308,2023-05-29,89.27
ord_user_0308_01,user_0308,2023-07-13,84.95
ord_user_0308_02,user_0308,2023-08-31,50.25
ord_user_0308_03,user_0308,2023-10-02,99.86
ord_user_0308_04,user_0308,2023-12-29,88.38
ord_user_0308_05,user_0308,2024-02-12,97.07
ord_user_0309_00,user_0309,2023-07-03,109.69
ord_user_0309_01,user_0309,2023-07-23,117.39
ord_user_0309_02,user_0309,2023-08-04,93.16
ord_user_0309_03,user_0309,2023-09-12,26.38
ord_user_0310_00,user_0310,2023-10-15,140.4
ord_user_0311_00,user_0311,2023-01-19,101.36
ord_user_0311_01,user_0311,2023-03-17,147.49
ord_user_0311_02,user_0311,2023-05-25,136.79
ord_user_0311_03,user_0311,2023-08-23,145.57
ord_user_0311_04,user_0311,2023-11-04,21.07
ord_user_0311_05,user_0311,2024-01-11,62.87
ord_user_0311_06,user_0311,2024-02-29,34.32
ord_user_0312_00,user_0312,2023-01-03,36.0
ord_user_0312_01,user_0312,2023-03-30,49.15
ord_user_0312_02,user_0312,2023-05-23,116.46
ord_user_0312_03,user_0312,2023-07-23,79.68
ord_user_0312_04,user_0312,2023-09-07,85.74
ord_user_0312_05,user_0312,2023-10-05,142.92
ord_user_0312_06,user_0312,2023-12-30,67.93
ord_user_0312_07,user_0312,2024-03-01,50.63
ord_user_0313_00,user_0313,2023-08-11,72.05
ord_user_0313_01,user_0313,2023-08-21,14.37
ord_user_0313_02,user_0313,2023-08-27,94.23
ord_user_0313_03,user_0313,2023-11-07,104.53
ord_user_0313_04,user_0313,2023-12-08,56.98
ord_user_0313_05,user_0313,2024-02-15,113.27
ord_user_0313_06,user_0313,2024-03-01,104.3
ord_user_0314_00,user_0314,2023-09-23,40.3
ord_user_0315_00,user_0315,2023-11-24,77.35
ord_user_0315_01,user_0315,2024-01-04,124.72
ord_user_0316_00,user_0316,2023-10-04,95.82
ord_user_0316_01,user_0316,2023-10-12,104.52
ord_user_0316_02,user_0316,2023-11-28,81.98
ord_user_0316_03,user_0316,2024-02-23,82.82
ord_user_0317_00,user_0317,2023-11-16,84.89
ord_user_0317_01,user_0317,2023-11-24,117.76
ord_user_0317_02,user_0317,2024-02-13,122.35
ord_user_0318_00,user_0318,2023-07-15,41.05
ord_user_0318_01,user_0318,2023-08-28,91.88
ord_user_0318_02,user_0318,2023-09-16,89.42
ord_user_0318_03,user_0318,2023-11-10,112.11
ord_user_0318_04,user_0318,2023-11-14,20.22
ord_user_0318_05,user_0318,2024-01-19,140.19
ord_user_0319_00,user_0319,2023-09-10,62.5
ord_user_0319_01,user_0319,2023-11-23,85.86
ord_user_0319_02,user_0319,2023-11-28,98.89
ord_user_0319_03,user_0319,2023-12-28,19.54
ord_user_0319_04,user_0319,2024-02-25,72.57
ord_user_0320_00,user_0320,2023-09-17,35.52
ord_user_0320_01,user_0320,2023-10-02,75.68
ord_user_0320_02,user_0320,2023-12-31,41.39
ord_user_0320_03,user_0320,2024-01-04,72.6
ord_user_0320_04,user_0320,2024-02-26,93.06
ord_user_0321_00,user_0321,2023-04-05,93.66
ord_user_0321_01,user_0321,2023-07-03,72.26
ord_user_0321_02,user_0321,2023-07-14,111.39
ord_user_0321_03,user_0321,2023-09-26,11.54
ord_user_0321_04,user_0321,2023-12-01,17.2
ord_user_0321_05,user_0321,2024-02-06,76.51
ord_user_0321_06,user_0321,2024-02-16,139.8
ord_user_0322_00,user_0322,2023-03-13,64.65
ord_user_0322_01,user_0322,2023-05-12,123.83
ord_user_0322_02,user_0322,2023-05-14,99.55
ord_user_0322_03,user_0322,2023-06-16,92.42
ord_user_0322_04,user_0322,2023-08-14,144.95
ord_user_0322_05,user_0322,2023-08-23,25.54
ord_user_0322_06,user_0322,2023-10-18,53.41
ord_user_0322_07,user_0322,2023-12-10,70.29
ord_user_0322_08,user_0322,2024-01-20,63.4
ord_user_0323_00,user_0323,2023-08-24,11.68
ord_user_0323_01,user_0323,2023-09-11,106.88
ord_user_0324_00,user_0324,2023-03-19,103.75
ord_user_0324_01,user_0324,2023-04-14,55.4
ord_user_0325_00,user_0325,2023-03-05,79.72
ord_user_0325_01,user_0325,2023-04-14,65.23
ord_user_0325_02,user_0325,2023-07-12,12.98
ord_user_0326_00,user_0326,2023-12-03,110.43
ord_user_0326_01,user_0326,2023-12-19,97.4
ord_user_0326_02,user_0326,2024-02-20,42.8
ord_user_0327_00,user_0327,2023-10-29,63.95
ord_user_0328_00,user_0328,2023-07-12,43.84
ord_user_0328_01,user_0328,2023-08-30,74.89
ord_user_0328_02,user_0328,2023-10-14,47.85
ord_user_0328_03,user_0328,2023-11-23,106.21
ord_user_0328_04,user_0328,2024-01-01,104.99
ord_user_0328_05,user_0328,2024-01-13,60.66
ord_user_0329_00,user_0329,2023-07-11,141.54
ord_user_0330_00,user_0330,2023-03-28,146.39
ord_user_0330_01,user_0330,2023-04-27,130.48
ord_user_0330_02,user_0330,2023-05-14,113.85
ord_user_0330_03,user_0330,2023-08-03,70.29
ord_user_0330_04,user_0330,2023-10-07,104.75
ord_user_0330_05,user_0330,2023-11-03,84.75
ord_user_0330_06,user_0330,2023-12-24,26.49
ord_user_0330_07,user_0330,2024-02-06,31.53
ord_user_0331_00,user_0331,2023-10-17,15.2
ord_user_0331_01,user_0331,2023-10-28,134.97
ord_user_0331_02,user_0331,2023-12-12,122.74
ord_user_0332_00,user_0332,2023-11-08,13.13
ord_user_0332_01,user_0332,2023-11-25,32.32
ord_user_0332_02,user_0332,2023-12-09,135.33
ord_user_0332_03,user_0332,2023-12-17,39.7
ord_user_0332_04,user_0332,2024-02-18,32.02
ord_user_0333_00,user_0333,2023-08-02,56.97
ord_user_0333_01,user_0333,2023-10-13,94.4
ord_user_0333_02,user_0333,2023-11-14,54.37
ord_user_0334_00,user_0334,2023-08-22,140.96
ord_user_0334_01,user_0334,2023-11-12,95.23
ord_user_0334_02,user_0334,2024-01-29,83.69
ord_user_0335_00,user_0335,2023-11-19,82.07
ord_user_0336_00,user_0336,2023-11-14,17.09
ord_user_0336_01,user_0336,2023-12-30,86.28
