user_id,signup_date,user_type
user_0855,2023-12-02,Corporate
user_0856,2023-12-18,Premium
user_0857,2023-04-27,Corporate
user_0858,2023-02-08,Corporate
user_0859,2023-08-30,Basic
user_0860,2023-11-08,Premium
user_0861,2023-04-06,Basic
user_0862,2023-03-10,Corporate
user_0863,2023-01-17,Corporate
user_0864,2023-03-24,Premium
user_0865,2023-10-30,Corporate
user_0866,2023-09-05,Premium
user_0867,2023-04-02,Basic
user_0868,2023-05-14,Basic
user_0869,2023-04-21,Corporate
user_0870,2023-04-16,Corporate
user_0871,2023-01-24,Basic
user_0872,2023-02-18,Basic
user_0873,2023-05-26,Premium
user_0874,2023-08-14,Basic
user_0875,2023-10-02,Corporate
user_0876,2023-07-05,Corporate
user_0877,2023-03-18,Basic
user_0878,2023-10-17,Basic
user_0879,2023-05-01,Basic
user_0880,2023-09-15,Premium
user_0881,2023-11-06,Basic
user_0882,2023-04-06,Corporate
user_0883,2023-09-20,Premium
user_0884,2023-10-26,Premium
user_0885,2023-09-11,Basic
user_0886,2023-10-23,Premium
user_0887,2023-01-23,Premium
user_0888,2023-04-08,Basic
user_0889,2023-09-22,Basic
user_0890,2023-10-17,Basic
user_0891,2023-10-25,Premium
user_0892,2023-02-13,Basic
user_0893,2023-05-19,Basic
user_0894,2023-12-02,Basic
user_0895,2023-04-25,Corporate
user_0896,2023-05-23,Basic
user_0897,2023-11-25,Premium
user_0898,2023-11-13,Premium
user_0899,2023-11-08,Corporate
user_0900,2023-09-11,Corporate
user_0901,2023-03-07,Corporate
user_0902,2023-05-31,Corporate
user_0903,2023-12-12,Corporate
user_0904,2023-10-17,Corporate
user_0905,2023-07-04,Premium
user_0906,2023-12-25,Premium
user_0907,2023-11-06,Corporate
user_0908,2023-11-12,Basic
user_0909,2023-01-04,Corporate
user_0910,2023-03-26,Premium
user_0911,2023-08-04,Corporate
user_0912,2023-06-05,Basic
user_0913,2023-08-02,Corporate
user_0914,2023-12-11,Premium
user_0915,2023-12-14,Basic
user_0916,2023-11-28,Basic
user_0917,2023-05-02,Premium
user_0918,2023-06-20,Premium
user_0919,2023-10-18,Premium
user_0920,2023-12-16,Basic
user_0921,2023-09-04,Corporate
user_0922,2023-03-11,Premium
user_0923,2023-08-29,Premium
user_0924,2023-10-03,Corporate
user_0925,2023-06-26,Premium
user_0926,2023-12-16,Premium
user_0927,2023-12-06,Premium
user_0928,2023-07-29,Corporate
user_0929,2023-05-09,Corporate
user_0930,2023-05-08,Basic
user_0931,2023-04-10,Corporate
user_0932,2023-11-19,Basic
user_0933,2023-07-15,Corporate
user_0934,2023-09-19,Premium
user_0935,2023-10-07,Basic
user_0936,2023-04-30,Corporate
user_0937,2023-04-13,Corporate
user_0938,2023-07-12,Corporate
user_0939,2023-01-31,Corporate
user_0940,2023-08-18,Corporate
user_0941,2023-07-26,Basic
user_0942,2023-04-06,Corporate
user_0943,2023-02-12,Corporate
user_0944,2023-02-09,Basic
user_0945,2023-12-31,Corporate
user_0946,2023-07-07,Basic
user_0947,2023-08-24,Corporate
user_0948,2023-10-18,Basic
user_0949,2023-07-11,Premium
user_0950,2023-06-24,Premium
user_0951,2023-05-28,Premium
user_0952,2023-08-19,Basic
user_0953,2023-09-18,Corporate
user_0954,2023-06-14,Basic
user_0955,2023-07-10,Premium
user_0956,2023-04-16,Corporate
user_0957,2023-03-25,Corporate
user_0958,2023-09-22,Corporate
user_0959,2023-04-05,Corporate
user_0960,2023-06-01,Basic
user_0961,2023-12-07,Corporate
user_0962,2023-10-04,Basic
user_0963,2023-03-01,Corporate
user_0964,2023-05-24,Corporate
user_0965,2023-03-01,Premium
user_0966,2023-09-23,Corporate
user_0967,2023-09-10,Premium
user_0968,2023-08-16,Corporate
user_0969,2023-04-21,Premium
user_0970,2023-12-23,Corporate
user_0971,2023-10-10,Premium
user_0972,2023-11-17,Corporate
user_0973,2023-12-02,Premium
user_0974,2023-10-15,Corporate
user_0975,2023-10-22,Basic
user_0976,2023-01-24,Corporate
user_0977,2023-08-23,Premium
user_0978,2023-12-13,Corporate
user_0979,2023-01-30,Basic
user_0980,2023-09-20,Basic
user_0981,2023-10-26,Corporate
user_0982,2023-08-30,Corporate
user_0983,2023-04-08,Basic
user_0984,2023-12-23,Premium
user_0985,2023-09-13,Corporate
user_0986,2023-04-28,Corporate
user_0987,2023-02-22,Premium
user_0988,2023-03-13,Basic
user_0989,2023-02-11,Premium
user_0990,2023-11-16,Basic
user_0991,2023-01-14,Premium
user_0992,2023-05-30,Premium
user_0993,2023-08-25,Basic
user_0994,2023-04-05,Basic
user_0995,2023-10-02,Premium
user_0996,2023-04-29,Premium
user_0997,2023-08-26,Corporate
user_0998,2023-05-10,Corporate
user_0999,2023-01-30,Premium
